product/productId,product/title,product/price,review/userId,review/profileName,review/helpfulness,review/score,review/time,review/summary,review/text
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,318,Robert Williams,1/1,5.0,1179100800,Great Charger for the Price,This is an awesome deal! Charger works great and you can't beat the price.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,582,"T. E. Walton ""tski_love""",1/1,4.0,1178928000,Works great,"The charger works great and has a nice design. The cord could be a little longer, so you could use the phone more easily while it's connected to the charger."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,773,"Mohsen Shaaban ""MShaaban""",1/1,5.0,1176249600,Orginal and Working,The charger is Motorola orignal Car Charger and it's working fine. it is really worth the price.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,204,"R. Ommer ""Ralph""",0/0,5.0,1173484800,Nice charger,"This charger works very well and is a great buy for the money. The Blue ""M"" is a nice touch. I would highly recomend."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,676,D. Russer,0/0,5.0,1173484800,Great little car charger,Great device for charging all your Motorola products on the go.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,332,W. Davis,0/0,5.0,1173312000,Good Item And Good Service,"Charger was exactly as advertised and it was shipped promptly. Great deal, don't hesitate to buy it."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,614,M. Sharma,0/0,5.0,1171756800,As good as advertised,I bought this charger which has proved to be true to the word-very efficient and functioning without any hitch.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,28,"K. Szymanski ""keep it low""",0/0,5.0,1170460800,Working as Designed,This phone charger works great just as I expected. I'd recommend it to anyone that needs one.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,522,JAG III,0/0,5.0,1169424000,Razr OEM Car Charger,"This product works great and looks good too. This is my second (for my wifes), I have had mine for almost 10 months with no problems."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,919,B. Rigsby,0/0,5.0,1168819200,Typical Motorola quality,"Interesting shape and blue light that glows when this unit is plugged into the cigarette lighter. Can't believe that I've paid 5x as much for off brand car chargers in the past. Some have come apart, some have stopped working after shorting out. This Motorola charger feels like a quality piece and appears to be one that will last. Have no idea why anyone would buy an off brand when you can have legendary Motorola quality with a cool looking shape/light. Can't think of one thing that would improve this charger. The price is the best part!! Highly recommend!"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,602,Sarah C. Purdy,0/0,5.0,1168819200,Quick delivery,This product is just what they said it would be and was received within 3 days of ordering. I would definately order this again.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,742,"Thomas E. Stazer ""torgotom""",0/0,4.0,1168473600,It's really OEM!!,"I was skeptical at these prices but I ordered 3 motorola accessories from bargaincell and they were all authetic Motorola pieces. Charger, car charger, case - all OEM. Delivery and communication a bit weak, but worth the wait to save $$$"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,710,D. Quinn,0/0,5.0,1168300800,Razer charger,works amazing in my car without any problems. Lights up a bright blue when charging and actually chargers my phone up.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,887,"Duane Schaub ""Willie""",0/0,5.0,1197417600,Battery Car Charger,The car charger that you I ordered works great. I am sorry that I did not try your web site earlyer. Thank You.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,303,Peter Smart,0/0,2.0,1196553600,Counterfit item - but works OK,"According to the Motorola guide, the charger I received is a counterfit: It has a illuminated blue dot rather than a fully illuminated ""M"". It works OK, but should not be represented as made by Motorola."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,340,"Scott Graham ""hightower""",0/0,4.0,1196294400,Cheap price good product,My parents use this and it's made by motorola. No issues with it what so ever
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,229,"Sweet Cheeks ""Lover of Amazon""",0/0,5.0,1195689600,A wonderful product,"This Motorola phone charger for the car works great! There is a blue light that lights up when the ignition is turn on. (blue is my favorite color.) the cord is not too long, but long enough for you to chat comfortably on. I would recommend this product to anyone who has a motorola razor phone. The price was unbeatable so cheap.When I ordered it, it arrived so fast that I could not believe it. Once again great product."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,113,"Sting of Iran ""dar""",0/0,5.0,1195084800,wow now I can charge my phone in my car,"Wow now I can charge my phone in my car.Product as stated, works fine."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,17,"D. Allen ""D-LUX""",0/0,5.0,1193875200,Get It,"It's cheap, it works, it seems to be a legit Motorola product, it's a life saver. Get It."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,704,M. Korthals,0/0,5.0,1193529600,Very Good!,This was just what I needed and it came in a timely fashion. Thanks.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,649,"JRH ""j5094""",0/0,5.0,1193356800,It worked,Yep. Motorola knows how to make an automobile power cord. Has a convenient on off light that you'll never miss. It's big and bright.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,425,Lucy Mckinstry,0/0,5.0,1193011200,Excellent Product,"This Motorola product is perfect. This cigarette lighter charger is as advertised, priced very low and is everything I expected."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,740,Frank Williams,0/0,5.0,1192924800,Productos Originales,Este producto satisface plenamente mis necesidades ya que no ha sido la experincia de usar algunos accesorios genericos que luego de usarlos da&ntilde;an el equipo.Este mantiene mi equipo 100% cargado cuando voy de viaje en la carretera si sobre carga ni fallas en la coneccion de carga
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,668,SquareMouth,0/0,1.0,1242604800,Won't Recharge Anything,"I bought this to recharge my phone, garmin, etc. It looks like the authentic Motorola recharger, but it won't recharge anything. Sure, it keeps the device working, almost, your device will run out of power eventually on this recharger, but slowly. However, I figured it would recharge the Garmin, etc, during use like my other rechargers did. I thought perhaps the LED light was using up too much power. I dismantled the thing after a great deal of effort and injury, and knocked out the light. It will now charge my Garmin very well. I don't recommend this product."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,401,"Lewis A. Edge Jr. ""Happy Camper""",0/0,4.0,1242604800,It's Inexpensive and it Works,"I own two of these chargers, which even with shipping charges are a fraction of the cost of those available in retail stores...even discount stores...and I don't see any difference between the performance of these and the expensives ones."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,526,"J. Carter ""qball""",0/0,5.0,1241308800,Exactly what the family needed.,My family got new phones for Christmas. They all needed cigarette lighter adapters and I wasn't going to pay ALLTEL's prices for an off brand product. I got the real Motorola deal and for just a few dollars.Great product!
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,751,"Vickie Phelps ""Constance""",0/0,5.0,1236211200,No worries,I have already used this item several times. It is quick and efficient. I have not had any problems. I am glad I purchased it. I'm not a technically inclined person so it is simple to use. I was pleased with the quality of the product. It was shipped very quickly and arrived at my home within a couple of days. I was impressed with this also.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,565,rich,0/0,5.0,1233532800,country boy tech,great product works great i am using it with a razr v3xx i all ways use motorola chargers saves your battery i would buy again if needed
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,47,"Sarah J. Neal ""Aj""",0/0,5.0,1230076800,Awesome works great brand new...Thank You.,Awesome speedy delivery and works awesome no problems whatsoever with this sellers product. Will be sure to use them again in the near future.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,672,C. Piekarz,0/0,5.0,1228348800,Works on more than just Motorola's,"I've bought three of these now, the first dating back to nearly 2 years ago. They all continue to function perfectly. Originally I purchased this for my Razr V3, but since then have used it to charge a Krzr, and a few USB-powered smartphones.High quality construction (as far as cheap plastic chargers go), and significantly less than you'll be charged at a wireless carrier's store for an identical product.A+"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,83,Zack,0/0,4.0,1225497600,Good value,"For the money I spent, it's in great shape. I got a 30 dollar phone charger for 5. Arrived quickly and well packaged. Only complaint is that it's a little worn, but it IS used, and it still works so it's ok."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,330,Steven J. Pallotta,0/0,4.0,1225152000,Car adapter for Motorola Razr - ok with me,Not much to say about it. It works and that's all I care about. Well worth the couple bucks!
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,102,Frozendog,0/0,5.0,1220659200,Items where better than expected,"The items where really better than I expected for this price , it beats paying 40 dollars a piece for them at the phone store. They hold a charge as good or better than the orginal."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,8,Brenda Winningham,0/0,5.0,1202860800,Excited,"I am very, very pleased with the car charger. It came packed very well and in a very timely manner. The price was great compared to retail stores. No worries now when traveling long distances."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,284,Kathleen G. Paczosa,0/0,5.0,1202688000,received quickly and works just as described,"The product was received quickly, and the product is exactly as described and works well."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,133,Y. Zahir,0/0,5.0,1202515200,Excellent Buy!,"I had previously purchased a similar item from a well-known chain store whose name ends in ""-Mart"". After about two weeks, the charger no longer worked. After making my purchase through Amazon, I've been totally pleased with this charger. I have not had any problems what-so-ever! I would definitely purchase from seller again!"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,702,N. Wolfe,0/0,4.0,1200960000,It is what it says it is,Some people have complained they didn't get the item as advertised. I ordered this and get exactly what it's supposed to be. It works as advertised.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,336,"George G. Bailey ""G Bailey Photography""",0/0,2.0,1200614400,Great Value for the Money,"I bought this charger for only a couple of bucks and it works like a charm. I don't expect it last forever so i purchased a couple of back-ups just in case. Each one of these Adapters failed after a couple months use, even light use. I would skip this one and seek another way to charge such as an using an inverter and home plug in charger. This year I switched to an iPhone."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,700,Michael Drob,0/0,4.0,1200009600,it charges..,"it's a charger - it charges your device - i dont even know what else to write - i actually use this one for my blackberry, not a moto device but since this has a regular mini-usb connector and accompanying voltage, it should work on any device that takes a mini-usb charger"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,150,"Floyd Goodrich ""Jim G.""",0/0,5.0,1198022400,Slick unit.,"Wish all chargers had coiled cords like this on has, stays out of the way. Very nice looking unit, well made and works great."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,821,"Beverly Adams ""nice smelling""",0/0,1.0,1197936000,disappointed,"This product did not last two months. I brought it for emergencies and when I needed it, it wasn't working."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,359,PPya,0/0,5.0,1197936000,Great Product!,This thing works great. I had a friend ship a similar charger from a T-mobile store and it died after a few weeks. This has been great so far and the small lock makes the wire so much more manageable and tidy.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,326,J. Branche,0/0,4.0,1197849600,Well made product at fair price,I purchased this product with skepticism because it was so inexpensive.The auto car charger is constructed well and seems to be made with good materials. I have used it for a month and it charges the phone as expected. This is how much an auto adapter should cost and not the ridiculous price that Motorola and it's resellers charge.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,752,S. Robinson,0/0,5.0,1346198400,Motorola Razr V3 charger,"I ordered this charger for use with my wife's Motorola Razr V3 phone. I have had problems in the past with some chargers not working with this phone, perhaps due to the wiring within the USB connector. I received this charger within a couple days of ordering it, and it works perfect with the Razr."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,926,betsyn,0/0,2.0,1331510400,Not so good,"It works. That's the best I can say about it. The outer insulating cover has started to wear off in many places, exposing wire after only a month. My phone is telling me that I am using an unauthorized charger. So no, this was not a good purchase, and I do not trust the source."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,901,DWS,0/0,1.0,1317945600,DOA,"This item arrived as advertised. We plugged the charger into our car and it did not work; no light, no charging. We thought it might be the port in the car. Tried others in the same car; it still did not work. We tried the charger in another car with the same results. We did not send the unit back due to the price we paid plus the shipping. I guess you do get what you pay for."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,793,Ann,0/0,5.0,1287187200,Car phone charger,I've hed this for at least 1 year and it stll works. Fast charge better then pluging in at home. Quality is good great value.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,801,John J. Mescall,0/0,5.0,1280707200,satisfied,Item was recieved in good time and am very pleased with the product sent. Don't know why anyone would shop anywhere esle . I won't when I need something I know were to go no looking around anymore.
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,826,"Arthur T. Davis ""maudiib""",0/0,1.0,1261699200,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn084","I have been looking for this adapter for some time now and found it at Amazon.com. The price is great, arrived before schedule, in new condition but did not work in my car. Everything fit properly but it would not charge my phone - I did not notice an illuminated LED which would indicate power input. In all fairness, my cigarette lighter may be on the brink and therefore not transferring current/voltage; I doubt it though. I had already thrown away the packaging so I couldn't return it so now I'm stuck with it.Maybe once I insert it into another vehicle, it may work. For now, this is it."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,7,"Charles A. Evans ""Allen Evans""",0/0,5.0,1261094400,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn084","I recieved it quick it qorks .Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847"
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,510,Jeff Farmer,0/0,4.0,1252972800,works just fine,"this was good buy as my wifes phone would need charging so more convienient to charge in car, then her taking plug in charger from home."
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,854,M. Kanagaraj,0/0,5.0,1250380800,Works Perfect,This motorola car charger is pretty quick and faster then my normal charger. I would recommend
37,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",8.16,838,gelliott,0/0,5.0,1245196800,Gets the Job Done,"Not much to say--it's an inexpensive, effective charger for your car. Particularly useful for the Razr V3m's worthless battery life."
51,Cingular Nation 900 w/ Rollover + Motorola RAZR V3 Black,unknown,255,J. Bishop,0/0,4.0,1173312000,Phone great but......,"Love phone. Sleak design and not over burden with bells and whistles. However, Amazon and Cingular (AT&T) need to better coordinate the option of extending your Cingular contract with purchase of new phone from Amazon. Cingular over charged me $59.99 a month for an additional new plan....instead of extending my ""family plan"" contract for 24 months. Cingular customer service was terrible, Amazon on the otherhand was great. It took a day or two but they gave me a special Cingular number and my problem was solved. A great deal on a new phone but watch your phone bill closely."
85,Samsung AEP420SBEB/STD OEM Original Stereo Earbud Handsfree Headset For SGH-T809 SGH-T509 SGH-D807 SGH-D800 SGH-D820 SGH-D900 SGH-T629 SGH-T519 SGH-A707 SYNC BLACKJACK SGH-i607 SGH-T329 STRIPE SGH-T219[RETAIL PACKAGED],4.35,210,Rishikesh Kulkarni,3/3,3.0,1182038400,"Good sound quality, but earbuds are a bit large!",I use this product to listen to music from my Samsung Phone. The sound quality is good. I think that the ear buds are a bit large. They sometimes fall out of my ears!!
85,Samsung AEP420SBEB/STD OEM Original Stereo Earbud Handsfree Headset For SGH-T809 SGH-T509 SGH-D807 SGH-D800 SGH-D820 SGH-D900 SGH-T629 SGH-T519 SGH-A707 SYNC BLACKJACK SGH-i607 SGH-T329 STRIPE SGH-T219[RETAIL PACKAGED],4.35,109,Saiyid Islam,2/2,4.0,1201392000,Sound decent but buds too big!,"As someone else commented, the ear buds tend to fall out once in a while as they're a bit big. 4-stars only because I bought these for $9 inc. shipping but not worth buying if you have to pay upwards of $20. Buy an adapter instead and use iPod or Sony buds.PS: Haven't used them for making a call yet."
85,Samsung AEP420SBEB/STD OEM Original Stereo Earbud Handsfree Headset For SGH-T809 SGH-T509 SGH-D807 SGH-D800 SGH-D820 SGH-D900 SGH-T629 SGH-T519 SGH-A707 SYNC BLACKJACK SGH-i607 SGH-T329 STRIPE SGH-T219[RETAIL PACKAGED],4.35,471,VI Parrot Fish,0/0,5.0,1315872000,Good replacement part,"Had an old Samsung phone that I passed down to one of my nephews and some new accessories were warranted. This hands-free adapter worked perfectly. Seller shipped in a prompt manner and contents arrive in ""new"" condition, sealed in original packing."
49,Cables Unlimited USB Synch and Charge Kit - Black,12.62,475,SK Carpenter,0/0,5.0,1254268800,Great product,The connection on my old synch cable was erratic. I bought this one and it totally solved the problem AND gave mea 3-in-1 solution when I travel. Love it!
49,Cables Unlimited USB Synch and Charge Kit - Black,12.62,674,Peter Sinclaire,0/0,4.0,1194998400,good but...,"Everything worked as advertised, but the zipling cable could benefit from a sync button as found on many other replacement cables. The power adapter works on 220V!"
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,253,"Astrodeals ""Gary""",7/7,5.0,1204588800,Fits my Palm Treo 680 like a glove!,I bought my black silicone cover for my Palm Treo 680 from Bargain cell at a dirt cheap price and they were fast to deliver it to my door. The cover fits like a glove and keeps my phone from sliding around and helps absorb the daily bumps my phone gets.The cover is well worth the money.The only problem is that the hole for the SD card door is not larger enough to allow you to open the door and take out the SD card without taking the cover off or you have to take a razor blade and enlarge the cell phone cover opening.
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,86,The Evil Rabbit,4/4,4.0,1212796800,Great for the price,"Got this really cheap from BargainCell. Fits well over my Treo 755p and easy to get on and off which is essential as I have to take off the skin in order to fit my USB Sync cradle. The skin isn't as thick as the OEM iSkin I use for my iPod. And like the black iSkin, you can easily see all the white lint and fuzz it attracts. But overall for the price, it's a good value. SHIPPING: Ordered Sunday night. BargainCell shipped it Thursday (they're based in southern California), received Friday."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,380,Journey,3/3,4.0,1193270400,Protected Treo!,"I really like this cover for my phone, it doesn't really snap on. It does do the job and protect my phone. It fits really good and it also looks sleek."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,219,S. Erman,2/2,2.0,1214870400,Inexpensive.......but cheap,"Fits ok. Stretches on easily (does not snap). No cut outs for any of the buttons on the middle of the phone (Palm Treo 755p) Can't see the power, green, five way, or the menu buttons. You either have to remember where they are, or use a fine blade to cut out the holes. Matte black. Will offer some protection against scratches. It does fit the qwerty keyboard nicely, no obstruction of any of these keys. Also no obstruction of the camera lens. Can't open the card slot-cut out too small. OK for now, but will keep looking for one that fits correctly."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,956,D. C. Jones,2/2,5.0,1179964800,"Good fit, good grip.","Skin tight fit, provides a good grip. Works well with holster type holders, like the Cellet Premiun Pouch, will not slip out."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,215,"M.Bishop ""bishop""",4/5,4.0,1170720000,as expected but...,This is a good product as it helps me keep a better grip on the PDA. It would have been a lot better though if it fit a little more tightly.
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,679,swimmer mom,1/1,1.0,1243555200,not worth it,"This case offers very little protection, and most of the phone is exposed. Not worth it..."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,758,carlos4nyc,0/0,5.0,1356480000,Great Product,This black silicon cover fits my Treo Palm without a problem. I use it since the first day I got it. Great Product.
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,485,alphadog_123,0/0,2.0,1316822400,doesn't actually snap!,"Received case well packaged and fast shipping! The case itself form fits phone fine, but does not snap well together. The first time I tried one of the top tabs broke. So for temporary purposes until I get a new case I used a dab of Gorilla glue to hold the upper two halves together. Obviously if I have to reset the phone this will be the end of the case. Only 3 bucks, but I would put that money towards a soft silicone case."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,542,Ing,0/0,1.0,1291507200,Cell Phone Case,"I was disappointed in this case. It is, to me, a thin, cheap case. I would not have bought it if I had seen and felt it before."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,148,kaira rite,0/0,3.0,1271376000,palm treo silicone case (black),"it is nice and smooth, but it seems as if they used a mold to form the shape of the case, and small pieces of the silicone weren't there, and it had a small tear in it, but it covers my phone though.it was only three dollars so i guess u get what you pay for."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,929,"Fr Francis C. Zanger ""FatherZ+""",0/0,2.0,1252195200,Doesn't close properly,"This case does provide some protection for my Palm, but it doesn't close well or stay closed... I've ended up using it with a rubberband around it."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,787,"Todd A. Topliff ""Son_of_Thetis""",0/0,4.0,1250553600,Silicone cover for Palm 755,"Quality is a 3, but lets be honest with ourselves, it is a dollar!! For this price, this does it's job extremely well. I use it all day, but when I'm out , I take the case off, its not the most attractive case I've seen.Its a good product for an outstanding price."
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,399,"Katie Vasquez ""mommy of 2""",0/0,5.0,1249430400,hides scratches and protects well,"this is a well made cover, it does what it should and I am happy with it"
78,Palm Treo 750 750v PDA Smartphone Protective Black Silicon Skin Snap-On Cover Case,2.99,257,"Kelly Smith ""Tech Junkie""",0/0,5.0,1243987200,Great Case!,I bought the Black and the White ones of these. The BLACK is much nicer looking. Is not too bulky and allows you access to all the functions. Can't beat this!
